"","frame.number","frame.time_relative","frame.time_delta_displayed","frame.len","ip.proto","ip.version","ip.src","ip.dst","tcp.srcport","tcp.dstport","mbtcp.prot_id","mbtcp.trans_id","mbtcp.len","mbtcp.modbus.func_code","mbtcp.modbus.reference_num","mbtcp.modbus.word_cnt","mbtcp.modbus.data"
"8067",8067,691.684292,0.001857,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",58,6,"4","1",1,""
"8068",8068,691.692505,0.008213,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",58,5,"4","",NA,"00:50"
"8069",8069,691.693306,0.000801,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",59,6,"4","1",1,""
"8070",8070,691.702329,0.009023,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",59,5,"4","",NA,"00:50"
"8071",8071,691.702662,0.000333,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",60,6,"4","3",1,""
"8072",8072,691.712349,0.009687,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",60,5,"4","",NA,"0a:b8"
"8073",8073,691.720351,0.008002,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",61,6,"4","0",1,""
"8074",8074,691.732364,0.012013,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",61,5,"4","",NA,"00:75"
"8075",8075,691.732763,0.000399,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",62,6,"4","0",1,""
"8076",8076,691.742328,0.009565,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",62,5,"4","",NA,"00:75"
"8077",8077,691.742756,0.000428,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",63,6,"4","0",1,""
"8078",8078,691.752359,0.009603,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",63,5,"4","",NA,"00:75"
"8079",8079,691.752668,0.000309,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",64,6,"4","1",1,""
"8080",8080,691.762315,0.009647,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",64,5,"4","",NA,"00:50"
"8081",8081,691.762639,0.000324,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",65,6,"4","1",1,""
"8082",8082,691.772423,0.009784,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",65,5,"4","",NA,"00:50"
"8083",8083,691.773022,0.000599,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",66,6,"4","1",1,""
"8084",8084,691.782314,0.009292,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",66,5,"4","",NA,"00:50"
"8085",8085,691.782622,0.000308,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",67,6,"4","1",1,""
"8086",8086,691.792339,0.009717,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",67,5,"4","",NA,"00:50"
"8087",8087,691.792643,0.000304,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",68,6,"4","1",1,""
"8088",8088,691.802343,0.0097,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",68,5,"4","",NA,"00:50"
"8089",8089,691.802658,0.000315,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",69,6,"4","1",1,""
"8090",8090,691.812303,0.009645,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",69,5,"4","",NA,"00:50"
"8091",8091,691.930177,0.117874,54,"6","4","192.168.12.51","192.168.12.253","2499","502","",NA,NA,"","",NA,""
"8092",8092,692.13052,0.200343,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",70,6,"4","2",1,""
"8093",8093,692.140771,0.010251,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",70,5,"4","",NA,"12:14"
"8094",8094,692.141502,0.000731,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",71,6,"4","0",1,""
"8095",8095,692.152298,0.010796,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",71,5,"4","",NA,"00:75"
"8096",8096,692.152651,0.000353,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",72,6,"4","0",1,""
"8097",8097,692.162365,0.009714,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",72,5,"4","",NA,"00:75"
"8098",8098,692.162823,0.000458,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",73,6,"4","0",1,""
"8099",8099,692.1723,0.009477,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",73,5,"4","",NA,"00:75"
"8100",8100,692.17267,0.00037,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",74,6,"4","0",1,""
"8101",8101,692.184174,0.011504,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",74,5,"4","",NA,"00:75"
"8102",8102,692.184586,0.000412,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",75,6,"4","1",1,""
"8103",8103,692.192402,0.007816,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",75,5,"4","",NA,"00:54"
"8104",8104,692.192823,0.000421,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",76,6,"4","1",1,""
"8105",8105,692.20235,0.009527,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",76,5,"4","",NA,"00:54"
"8106",8106,692.202777,0.000427,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",77,6,"4","3",1,""
"8107",8107,692.212358,0.009581,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",77,5,"4","",NA,"0a:cc"
"8108",8108,692.212787,0.000429,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",78,6,"4","0",1,""
"8109",8109,692.222326,0.009539,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",78,5,"4","",NA,"00:75"
"8110",8110,692.232367,0.010041,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",79,6,"4","0",1,""
"8111",8111,692.242369,0.010002,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",79,5,"4","",NA,"00:75"
"8112",8112,692.242751,0.000382,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",80,6,"4","0",1,""
"8113",8113,692.252325,0.009574,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",80,5,"4","",NA,"00:75"
"8114",8114,692.252636,0.000311,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",81,6,"4","1",1,""
"8115",8115,692.26234,0.009704,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",81,5,"4","",NA,"00:54"
"8116",8116,692.262693,0.000353,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",82,6,"4","1",1,""
"8117",8117,692.272375,0.009682,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",82,5,"4","",NA,"00:54"
"8118",8118,692.272872,0.000497,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",83,6,"4","1",1,""
"8119",8119,692.28234,0.009468,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",83,5,"4","",NA,"00:54"
"8120",8120,692.282777,0.000437,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",84,6,"4","1",1,""
"8121",8121,692.292347,0.00957,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",84,5,"4","",NA,"00:54"
"8122",8122,692.301892,0.009545,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",85,6,"4","1",1,""
"8123",8123,692.312344,0.010452,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",85,5,"4","",NA,"00:54"
"8124",8124,692.312959,0.000615,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",86,6,"4","1",1,""
"8125",8125,692.322425,0.009466,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",86,5,"4","",NA,"00:54"
"8126",8126,692.42947,0.107045,54,"6","4","192.168.12.51","192.168.12.253","2499","502","",NA,NA,"","",NA,""
"8127",8127,692.630311,0.200841,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",87,6,"4","2",1,""
"8128",8128,692.640725,0.010414,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",87,5,"4","",NA,"12:0a"
"8129",8129,692.644236,0.003511,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",88,6,"4","0",1,""
"8130",8130,692.652446,0.00821,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",88,5,"4","",NA,"00:75"
"8131",8131,692.661939,0.009493,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",89,6,"4","0",1,""
"8132",8132,692.672377,0.010438,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",89,5,"4","",NA,"00:75"
"8133",8133,692.672706,0.000329,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",90,6,"4","0",1,""
"8134",8134,692.682437,0.009731,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",90,5,"4","",NA,"00:75"
"8135",8135,692.683318,0.000881,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",91,6,"4","0",1,""
"8136",8136,692.692427,0.009109,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",91,5,"4","",NA,"00:75"
"8137",8137,692.69354,0.001113,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",92,6,"4","1",1,""
"8138",8138,692.702362,0.008822,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",92,5,"4","",NA,"00:54"
"8139",8139,692.702664,0.000302,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",93,6,"4","1",1,""
"8140",8140,692.712424,0.00976,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",93,5,"4","",NA,"00:54"
"8141",8141,692.712764,0.00034,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",94,6,"4","3",1,""
"8142",8142,692.722419,0.009655,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",94,5,"4","",NA,"0a:cc"
"8143",8143,692.722637,0.000218,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",95,6,"4","0",1,""
"8144",8144,692.732452,0.009815,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",95,5,"4","",NA,"00:75"
"8145",8145,692.732725,0.000273,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",96,6,"4","0",1,""
"8146",8146,692.742374,0.009649,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",96,5,"4","",NA,"00:75"
"8147",8147,692.742653,0.000279,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",97,6,"4","0",1,""
"8148",8148,692.752413,0.00976,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",97,5,"4","",NA,"00:75"
"8149",8149,692.752843,0.00043,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",98,6,"4","1",1,""
"8150",8150,692.762377,0.009534,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",98,5,"4","",NA,"00:54"
"8151",8151,692.762659,0.000282,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",99,6,"4","1",1,""
"8152",8152,692.772396,0.009737,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",99,5,"4","",NA,"00:54"
"8153",8153,692.772768,0.000372,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",100,6,"4","1",1,""
"8154",8154,692.78241,0.009642,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",100,5,"4","",NA,"00:54"
"8155",8155,692.782723,0.000313,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",101,6,"4","1",1,""
"8156",8156,692.792392,0.009669,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",101,5,"4","",NA,"00:54"
"8157",8157,692.792711,0.000319,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",102,6,"4","1",1,""
"8158",8158,692.802356,0.009645,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",102,5,"4","",NA,"00:54"
"8159",8159,692.802695,0.000339,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",103,6,"4","1",1,""
"8160",8160,692.812331,0.009636,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",103,5,"4","",NA,"00:54"
"8161",8161,692.930286,0.117955,54,"6","4","192.168.12.51","192.168.12.253","2499","502","",NA,NA,"","",NA,""
"8162",8162,693.813479,0.883193,62,"6","4","192.168.12.51","192.168.12.250","2511","502","",NA,NA,"","",NA,""
"8163",8163,693.813684,0.000205,54,"6","4","192.168.12.250","192.168.12.51","502","2511","",NA,NA,"","",NA,""
"8164",8164,694.232518,0.418834,62,"6","4","192.168.12.51","192.168.12.250","2511","502","",NA,NA,"","",NA,""
"8165",8165,694.232922,0.000404,54,"6","4","192.168.12.250","192.168.12.51","502","2511","",NA,NA,"","",NA,""
"8166",8166,694.732817,0.499895,62,"6","4","192.168.12.51","192.168.12.250","2511","502","",NA,NA,"","",NA,""
"8167",8167,694.733051,0.000234,54,"6","4","192.168.12.250","192.168.12.51","502","2511","",NA,NA,"","",NA,""
"8168",8168,694.736513,0.003462,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",104,6,"4","2",1,""
"8169",8169,694.740827,0.004314,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",104,5,"4","",NA,"12:14"
"8170",8170,694.741445,0.000618,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",105,6,"4","0",1,""
"8171",8171,694.752501,0.011056,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",105,5,"4","",NA,"00:75"
"8172",8172,694.754578,0.002077,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",106,6,"4","0",1,""
"8173",8173,694.762485,0.007907,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",106,5,"4","",NA,"00:75"
"8174",8174,694.762875,0.00039,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",107,6,"4","0",1,""
"8175",8175,694.772456,0.009581,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",107,5,"4","",NA,"00:75"
"8176",8176,694.772801,0.000345,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",108,6,"4","0",1,""
"8177",8177,694.782508,0.009707,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",108,5,"4","",NA,"00:75"
"8178",8178,694.782849,0.000341,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",109,6,"4","1",1,""
"8179",8179,694.792543,0.009694,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",109,5,"4","",NA,"00:50"
"8180",8180,694.792966,0.000423,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",110,6,"4","1",1,""
"8181",8181,694.802457,0.009491,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",110,5,"4","",NA,"00:50"
"8182",8182,694.802747,0.00029,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",111,6,"4","3",1,""
"8183",8183,694.815591,0.012844,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",111,5,"4","",NA,"0a:b8"
"8184",8184,694.815632,4.1e-05,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",112,6,"4","0",1,""
"8185",8185,694.822454,0.006822,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",112,5,"4","",NA,"00:75"
"8186",8186,694.827542,0.005088,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",113,6,"4","0",1,""
"8187",8187,694.83251,0.004968,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",113,5,"4","",NA,"00:75"
"8188",8188,694.83285,0.00034,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",114,6,"4","0",1,""
"8189",8189,694.842513,0.009663,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",114,5,"4","",NA,"00:75"
"8190",8190,694.843051,0.000538,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",115,6,"4","1",1,""
"8191",8191,694.852538,0.009487,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",115,5,"4","",NA,"00:50"
"8192",8192,694.853001,0.000463,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",116,6,"4","1",1,""
"8193",8193,694.862418,0.009417,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",116,5,"4","",NA,"00:50"
"8194",8194,694.862757,0.000339,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",117,6,"4","1",1,""
"8195",8195,694.872462,0.009705,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",117,5,"4","",NA,"00:50"
"8196",8196,694.872844,0.000382,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",118,6,"4","1",1,""
"8197",8197,694.882381,0.009537,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",118,5,"4","",NA,"00:50"
"8198",8198,694.883307,0.000926,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",119,6,"4","1",1,""
"8199",8199,694.892506,0.009199,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",119,5,"4","",NA,"00:50"
"8200",8200,694.892927,0.000421,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",120,6,"4","1",1,""
"8201",8201,694.902421,0.009494,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",120,5,"4","",NA,"00:50"
"8202",8202,695.033476,0.131055,54,"6","4","192.168.12.51","192.168.12.253","2499","502","",NA,NA,"","",NA,""
"8203",8203,695.233632,0.200156,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",121,6,"4","2",1,""
"8204",8204,695.241155,0.007523,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",121,5,"4","",NA,"12:14"
"8205",8205,695.241573,0.000418,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",122,6,"4","0",1,""
"8206",8206,695.2525,0.010927,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",122,5,"4","",NA,"00:75"
"8207",8207,695.252855,0.000355,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",123,6,"4","0",1,""
"8208",8208,695.262434,0.009579,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",123,5,"4","",NA,"00:75"
"8209",8209,695.262803,0.000369,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",124,6,"4","0",1,""
"8210",8210,695.272513,0.00971,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",124,5,"4","",NA,"00:75"
"8211",8211,695.272849,0.000336,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",125,6,"4","0",1,""
"8212",8212,695.282891,0.010042,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",125,5,"4","",NA,"00:75"
"8213",8213,695.282929,3.8e-05,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",126,6,"4","1",1,""
"8214",8214,695.292482,0.009553,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",126,5,"4","",NA,"00:50"
"8215",8215,695.292857,0.000375,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",127,6,"4","1",1,""
"8216",8216,695.302523,0.009666,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",127,5,"4","",NA,"00:50"
"8217",8217,695.303006,0.000483,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",128,6,"4","3",1,""
"8218",8218,695.31259,0.009584,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",128,5,"4","",NA,"0a:b8"
"8219",8219,695.312952,0.000362,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",129,6,"4","0",1,""
"8220",8220,695.322517,0.009565,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",129,5,"4","",NA,"00:75"
"8221",8221,695.322799,0.000282,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",130,6,"4","0",1,""
"8222",8222,695.332425,0.009626,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",130,5,"4","",NA,"00:75"
"8223",8223,695.332758,0.000333,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",131,6,"4","0",1,""
"8224",8224,695.342445,0.009687,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",131,5,"4","",NA,"00:75"
"8225",8225,695.342737,0.000292,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",132,6,"4","1",1,""
"8226",8226,695.352496,0.009759,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",132,5,"4","",NA,"00:50"
"8227",8227,695.352923,0.000427,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",133,6,"4","1",1,""
"8228",8228,695.362442,0.009519,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",133,5,"4","",NA,"00:50"
"8229",8229,695.362762,0.00032,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",134,6,"4","1",1,""
"8230",8230,695.372522,0.00976,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",134,5,"4","",NA,"00:50"
"8231",8231,695.37284,0.000318,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",135,6,"4","1",1,""
"8232",8232,695.382455,0.009615,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",135,5,"4","",NA,"00:50"
"8233",8233,695.382742,0.000287,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",136,6,"4","1",1,""
"8234",8234,695.392541,0.009799,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",136,5,"4","",NA,"00:50"
"8235",8235,695.393048,0.000507,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",137,6,"4","1",1,""
"8236",8236,695.402414,0.009366,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",137,5,"4","",NA,"00:50"
"8237",8237,695.534189,0.131775,54,"6","4","192.168.12.51","192.168.12.253","2499","502","",NA,NA,"","",NA,""
"8238",8238,695.737066,0.202877,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",138,6,"4","2",1,""
"8239",8239,695.740927,0.003861,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",138,5,"4","",NA,"12:14"
"8240",8240,695.741242,0.000315,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",139,6,"4","0",1,""
"8241",8241,695.75248,0.011238,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",139,5,"4","",NA,"00:75"
"8242",8242,695.752779,0.000299,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",140,6,"4","0",1,""
"8243",8243,695.76249,0.009711,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",140,5,"4","",NA,"00:75"
"8244",8244,695.762823,0.000333,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",141,6,"4","0",1,""
"8245",8245,695.772494,0.009671,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",141,5,"4","",NA,"00:75"
"8246",8246,695.772833,0.000339,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",142,6,"4","0",1,""
"8247",8247,695.782477,0.009644,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",142,5,"4","",NA,"00:75"
"8248",8248,695.782802,0.000325,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",143,6,"4","1",1,""
"8249",8249,695.792493,0.009691,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",143,5,"4","",NA,"00:50"
"8250",8250,695.792823,0.00033,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",144,6,"4","1",1,""
"8251",8251,695.80247,0.009647,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",144,5,"4","",NA,"00:50"
"8252",8252,695.802762,0.000292,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",145,6,"4","3",1,""
"8253",8253,695.812476,0.009714,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",145,5,"4","",NA,"0a:b8"
"8254",8254,695.816425,0.003949,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",146,6,"4","0",1,""
"8255",8255,695.822541,0.006116,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",146,5,"4","",NA,"00:75"
"8256",8256,695.822928,0.000387,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",147,6,"4","0",1,""
"8257",8257,695.832544,0.009616,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",147,5,"4","",NA,"00:75"
"8258",8258,695.832799,0.000255,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",148,6,"4","0",1,""
"8259",8259,695.842412,0.009613,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",148,5,"4","",NA,"00:75"
"8260",8260,695.842678,0.000266,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",149,6,"4","1",1,""
"8261",8261,695.852573,0.009895,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",149,5,"4","",NA,"00:50"
"8262",8262,695.853037,0.000464,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",150,6,"4","1",1,""
"8263",8263,695.862451,0.009414,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",150,5,"4","",NA,"00:50"
"8264",8264,695.862683,0.000232,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",151,6,"4","1",1,""
"8265",8265,695.872507,0.009824,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",151,5,"4","",NA,"00:50"
"8266",8266,695.872791,0.000284,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",152,6,"4","1",1,""
"8267",8267,695.882508,0.009717,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",152,5,"4","",NA,"00:50"
"8268",8268,695.882772,0.000264,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",153,6,"4","1",1,""
"8269",8269,695.892561,0.009789,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",153,5,"4","",NA,"00:50"
"8270",8270,695.892822,0.000261,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",154,6,"4","1",1,""
"8271",8271,695.90252,0.009698,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",154,5,"4","",NA,"00:50"
"8272",8272,696.034736,0.132216,54,"6","4","192.168.12.51","192.168.12.253","2499","502","",NA,NA,"","",NA,""
"8273",8273,696.235823,0.201087,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",155,6,"4","2",1,""
"8274",8274,696.240933,0.00511,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",155,5,"4","",NA,"12:14"
"8275",8275,696.242872,0.001939,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",156,6,"4","0",1,""
"8276",8276,696.252496,0.009624,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",156,5,"4","",NA,"00:75"
"8277",8277,696.252834,0.000338,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",157,6,"4","0",1,""
"8278",8278,696.262498,0.009664,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",157,5,"4","",NA,"00:75"
"8279",8279,696.26283,0.000332,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",158,6,"4","0",1,""
"8280",8280,696.272614,0.009784,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",158,5,"4","",NA,"00:75"
"8281",8281,696.272973,0.000359,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",159,6,"4","0",1,""
"8282",8282,696.282507,0.009534,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",159,5,"4","",NA,"00:75"
"8283",8283,696.282882,0.000375,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",160,6,"4","1",1,""
"8284",8284,696.292511,0.009629,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",160,5,"4","",NA,"00:50"
"8285",8285,696.292888,0.000377,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",161,6,"4","1",1,""
"8286",8286,696.302492,0.009604,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",161,5,"4","",NA,"00:50"
"8287",8287,696.302862,0.00037,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",162,6,"4","3",1,""
"8288",8288,696.312534,0.009672,65,"6","4","192.168.12.253","192.168.12.51","502","2499","0",162,5,"4","",NA,"0a:ba"
"8289",8289,696.313045,0.000511,66,"6","4","192.168.12.51","192.168.12.253","2499","502","0",163,6,"4","0",1,""
