"","Address","Port","Packets","Bytes","Tx.Packets","Tx.Bytes","Rx.Packets","Rx.Bytes","Latitude","Longitude"
"8386","192.168.12.51",5674,22,1188,22,1188,0,0,"-","-"
"8387","192.168.12.51",5675,22,1188,22,1188,0,0,"-","-"
"8388","192.168.12.51",5676,22,1188,22,1188,0,0,"-","-"
"8389","192.168.12.51",5677,22,1188,22,1188,0,0,"-","-"
"8390","192.168.12.51",5678,22,1188,22,1188,0,0,"-","-"
"8391","192.168.12.51",5679,21,1134,21,1134,0,0,"-","-"
"8392","192.168.12.51",5680,21,1134,21,1134,0,0,"-","-"
"8393","192.168.12.51",5681,21,1134,21,1134,0,0,"-","-"
"8394","192.168.12.51",5682,21,1134,21,1134,0,0,"-","-"
"8395","192.168.12.51",5683,21,1134,21,1134,0,0,"-","-"
"8396","192.168.12.51",5684,21,1134,21,1134,0,0,"-","-"
"8397","192.168.12.51",5685,21,1134,21,1134,0,0,"-","-"
"8398","192.168.12.51",5686,21,1134,21,1134,0,0,"-","-"
"8399","192.168.12.51",5687,21,1134,21,1134,0,0,"-","-"
"8400","192.168.12.51",5688,21,1134,21,1134,0,0,"-","-"
"8401","192.168.12.51",5689,21,1134,21,1134,0,0,"-","-"
"8402","192.168.12.51",5690,21,1134,21,1134,0,0,"-","-"
"8403","192.168.12.51",5691,21,1134,21,1134,0,0,"-","-"
"8404","192.168.12.51",5692,21,1134,21,1134,0,0,"-","-"
"8405","192.168.12.51",5693,21,1134,21,1134,0,0,"-","-"
"8406","192.168.12.51",5694,21,1134,21,1134,0,0,"-","-"
"8407","192.168.12.51",5695,21,1134,21,1134,0,0,"-","-"
"8408","192.168.12.51",5696,21,1134,21,1134,0,0,"-","-"
"8409","192.168.12.51",5697,21,1134,21,1134,0,0,"-","-"
"8410","192.168.12.51",5698,21,1134,21,1134,0,0,"-","-"
"8411","192.168.12.51",5699,21,1134,21,1134,0,0,"-","-"
"8412","192.168.12.51",5700,21,1134,21,1134,0,0,"-","-"
"8413","192.168.12.51",5701,21,1134,21,1134,0,0,"-","-"
"8414","192.168.12.51",5702,21,1134,21,1134,0,0,"-","-"
"8415","192.168.12.51",5703,21,1134,21,1134,0,0,"-","-"
"8416","192.168.12.51",5704,21,1134,21,1134,0,0,"-","-"
"8417","192.168.12.51",5705,21,1134,21,1134,0,0,"-","-"
"8418","192.168.12.51",5706,21,1134,21,1134,0,0,"-","-"
"8419","192.168.12.51",5707,21,1134,21,1134,0,0,"-","-"
"8420","192.168.12.51",5708,21,1134,21,1134,0,0,"-","-"
"8421","192.168.12.51",5709,21,1134,21,1134,0,0,"-","-"
"8422","192.168.12.51",5710,21,1134,21,1134,0,0,"-","-"
"8423","192.168.12.51",5711,21,1134,21,1134,0,0,"-","-"
"8424","192.168.12.51",5712,21,1134,21,1134,0,0,"-","-"
"8425","192.168.12.51",5713,21,1134,21,1134,0,0,"-","-"
"8426","192.168.12.51",5714,21,1134,21,1134,0,0,"-","-"
"8427","192.168.12.51",5715,21,1134,21,1134,0,0,"-","-"
"8428","192.168.12.51",5716,21,1134,21,1134,0,0,"-","-"
"8429","192.168.12.51",5717,21,1134,21,1134,0,0,"-","-"
"8430","192.168.12.51",5718,22,1188,22,1188,0,0,"-","-"
"8431","192.168.12.51",5719,22,1188,22,1188,0,0,"-","-"
"8432","192.168.12.51",5720,22,1188,22,1188,0,0,"-","-"
"8433","192.168.12.51",5721,22,1188,22,1188,0,0,"-","-"
"8434","192.168.12.51",5722,22,1188,22,1188,0,0,"-","-"
"8435","192.168.12.51",5723,22,1188,22,1188,0,0,"-","-"
"8436","192.168.12.51",5724,22,1188,22,1188,0,0,"-","-"
"8437","192.168.12.51",5725,22,1188,22,1188,0,0,"-","-"
"8438","192.168.12.51",5726,22,1188,22,1188,0,0,"-","-"
"8439","192.168.12.51",5727,22,1188,22,1188,0,0,"-","-"
"8440","192.168.12.51",5728,22,1188,22,1188,0,0,"-","-"
"8441","192.168.12.51",5729,22,1188,22,1188,0,0,"-","-"
"8442","192.168.12.51",5730,22,1188,22,1188,0,0,"-","-"
"8443","192.168.12.51",5731,22,1188,22,1188,0,0,"-","-"
"8444","192.168.12.51",5732,22,1188,22,1188,0,0,"-","-"
"8445","192.168.12.51",5733,22,1188,22,1188,0,0,"-","-"
"8446","192.168.12.51",5734,22,1188,22,1188,0,0,"-","-"
"8447","192.168.12.51",5735,22,1188,22,1188,0,0,"-","-"
"8448","192.168.12.51",5736,22,1188,22,1188,0,0,"-","-"
"8449","192.168.12.51",5737,22,1188,22,1188,0,0,"-","-"
"8450","192.168.12.51",5738,22,1188,22,1188,0,0,"-","-"
"8451","192.168.12.51",5739,22,1188,22,1188,0,0,"-","-"
"8452","192.168.12.51",5740,22,1188,22,1188,0,0,"-","-"
"8453","192.168.12.51",5741,22,1188,22,1188,0,0,"-","-"
"8454","192.168.12.51",5742,22,1188,22,1188,0,0,"-","-"
"8455","192.168.12.51",5743,22,1188,22,1188,0,0,"-","-"
"8456","192.168.12.51",5744,22,1188,22,1188,0,0,"-","-"
"8457","192.168.12.51",5745,22,1188,22,1188,0,0,"-","-"
"8458","192.168.12.51",5746,22,1188,22,1188,0,0,"-","-"
"8459","192.168.12.51",5747,22,1188,22,1188,0,0,"-","-"
"8460","192.168.12.51",5748,22,1188,22,1188,0,0,"-","-"
"8461","192.168.12.51",5749,22,1188,22,1188,0,0,"-","-"
"8462","192.168.12.51",5750,22,1188,22,1188,0,0,"-","-"
"8463","192.168.12.51",5751,22,1188,22,1188,0,0,"-","-"
"8464","192.168.12.51",5752,22,1188,22,1188,0,0,"-","-"
"8465","192.168.12.51",5753,22,1188,22,1188,0,0,"-","-"
"8466","192.168.12.51",5754,22,1188,22,1188,0,0,"-","-"
"8467","192.168.12.51",5755,22,1188,22,1188,0,0,"-","-"
"8468","192.168.12.51",5756,22,1188,22,1188,0,0,"-","-"
"8469","192.168.12.51",5757,22,1188,22,1188,0,0,"-","-"
"8470","192.168.12.51",5758,22,1188,22,1188,0,0,"-","-"
"8471","192.168.12.51",5759,22,1188,22,1188,0,0,"-","-"
"8472","192.168.12.51",5760,22,1188,22,1188,0,0,"-","-"
"8473","192.168.12.51",5761,22,1188,22,1188,0,0,"-","-"
"8474","192.168.12.51",5762,22,1188,22,1188,0,0,"-","-"
"8475","192.168.12.51",5763,22,1188,22,1188,0,0,"-","-"
"8476","192.168.12.51",5764,22,1188,22,1188,0,0,"-","-"
"8477","192.168.12.51",5765,22,1188,22,1188,0,0,"-","-"
"8478","192.168.12.51",5766,22,1188,22,1188,0,0,"-","-"
"8479","192.168.12.51",5767,22,1188,22,1188,0,0,"-","-"
"8480","192.168.12.51",5768,22,1188,22,1188,0,0,"-","-"
"8481","192.168.12.51",5769,22,1188,22,1188,0,0,"-","-"
"8482","192.168.12.51",5770,22,1188,22,1188,0,0,"-","-"
"8483","192.168.12.51",5771,22,1188,22,1188,0,0,"-","-"
"8484","192.168.12.51",5772,22,1188,22,1188,0,0,"-","-"
"8485","192.168.12.51",5773,22,1188,22,1188,0,0,"-","-"
"8486","192.168.12.51",5774,22,1188,22,1188,0,0,"-","-"
"8487","192.168.12.51",5775,22,1188,22,1188,0,0,"-","-"
"8488","192.168.12.51",5776,22,1188,22,1188,0,0,"-","-"
"8489","192.168.12.51",5777,22,1188,22,1188,0,0,"-","-"
"8490","192.168.12.51",5778,22,1188,22,1188,0,0,"-","-"
"8491","192.168.12.51",5779,22,1188,22,1188,0,0,"-","-"
"8492","192.168.12.51",5780,22,1188,22,1188,0,0,"-","-"
"8493","192.168.12.51",5781,22,1188,22,1188,0,0,"-","-"
"8494","192.168.12.51",5782,22,1188,22,1188,0,0,"-","-"
"8495","192.168.12.51",5783,22,1188,22,1188,0,0,"-","-"
"8496","192.168.12.51",5784,22,1188,22,1188,0,0,"-","-"
"8497","192.168.12.51",5785,22,1188,22,1188,0,0,"-","-"
"8498","192.168.12.51",5786,22,1188,22,1188,0,0,"-","-"
"8499","192.168.12.51",5787,22,1188,22,1188,0,0,"-","-"
"8500","192.168.12.51",5788,22,1188,22,1188,0,0,"-","-"
"8501","192.168.12.51",5789,22,1188,22,1188,0,0,"-","-"
"8502","192.168.12.51",5790,22,1188,22,1188,0,0,"-","-"
"8503","192.168.12.51",5791,22,1188,22,1188,0,0,"-","-"
"8504","192.168.12.51",5792,22,1188,22,1188,0,0,"-","-"
"8505","192.168.12.51",5793,22,1188,22,1188,0,0,"-","-"
"8506","192.168.12.51",5794,22,1188,22,1188,0,0,"-","-"
"8507","192.168.12.51",5795,22,1188,22,1188,0,0,"-","-"
"8508","192.168.12.51",5796,22,1188,22,1188,0,0,"-","-"
"8509","192.168.12.51",5797,22,1188,22,1188,0,0,"-","-"
"8510","192.168.12.51",5798,22,1188,22,1188,0,0,"-","-"
"8511","192.168.12.51",5799,22,1188,22,1188,0,0,"-","-"
"8512","192.168.12.51",5800,22,1188,22,1188,0,0,"-","-"
"8513","192.168.12.51",5801,22,1188,22,1188,0,0,"-","-"
"8514","192.168.12.51",5802,22,1188,22,1188,0,0,"-","-"
"8515","192.168.12.51",5803,22,1188,22,1188,0,0,"-","-"
"8516","192.168.12.51",5804,22,1188,22,1188,0,0,"-","-"
"8517","192.168.12.51",5805,22,1188,22,1188,0,0,"-","-"
"8518","192.168.12.51",5806,22,1188,22,1188,0,0,"-","-"
"8519","192.168.12.51",5807,22,1188,22,1188,0,0,"-","-"
"8520","192.168.12.51",5808,22,1188,22,1188,0,0,"-","-"
"8521","192.168.12.51",5809,22,1188,22,1188,0,0,"-","-"
"8522","192.168.12.51",5810,22,1188,22,1188,0,0,"-","-"
"8523","192.168.12.51",5811,22,1188,22,1188,0,0,"-","-"
"8524","192.168.12.51",5812,22,1188,22,1188,0,0,"-","-"
"8525","192.168.12.51",5813,22,1188,22,1188,0,0,"-","-"
"8526","192.168.12.51",5814,22,1188,22,1188,0,0,"-","-"
"8527","192.168.12.51",5815,22,1188,22,1188,0,0,"-","-"
"8528","192.168.12.51",5816,22,1188,22,1188,0,0,"-","-"
"8529","192.168.12.51",5817,22,1188,22,1188,0,0,"-","-"
"8530","192.168.12.51",5818,22,1188,22,1188,0,0,"-","-"
"8531","192.168.12.51",5819,22,1188,22,1188,0,0,"-","-"
"8532","192.168.12.51",5820,22,1188,22,1188,0,0,"-","-"
"8533","192.168.12.51",5821,22,1188,22,1188,0,0,"-","-"
"8534","192.168.12.51",5822,22,1188,22,1188,0,0,"-","-"
"8535","192.168.12.51",5823,22,1188,22,1188,0,0,"-","-"
"8536","192.168.12.51",5824,22,1188,22,1188,0,0,"-","-"
"8537","192.168.12.51",5825,22,1188,22,1188,0,0,"-","-"
"8538","192.168.12.51",5826,22,1188,22,1188,0,0,"-","-"
"8539","192.168.12.51",5827,22,1188,22,1188,0,0,"-","-"
"8540","192.168.12.51",5828,22,1188,22,1188,0,0,"-","-"
"8541","192.168.12.51",5829,22,1188,22,1188,0,0,"-","-"
"8542","192.168.12.51",5830,22,1188,22,1188,0,0,"-","-"
"8543","192.168.12.51",5831,22,1188,22,1188,0,0,"-","-"
"8544","192.168.12.51",5832,22,1188,22,1188,0,0,"-","-"
"8545","192.168.12.51",5833,22,1188,22,1188,0,0,"-","-"
"8546","192.168.12.51",5834,22,1188,22,1188,0,0,"-","-"
"8547","192.168.12.51",5835,22,1188,22,1188,0,0,"-","-"
"8548","192.168.12.51",5836,22,1188,22,1188,0,0,"-","-"
"8549","192.168.12.51",5837,22,1188,22,1188,0,0,"-","-"
"8550","192.168.12.51",5838,22,1188,22,1188,0,0,"-","-"
"8551","192.168.12.51",5839,22,1188,22,1188,0,0,"-","-"
"8552","192.168.12.51",5840,22,1188,22,1188,0,0,"-","-"
"8553","192.168.12.51",5841,22,1188,22,1188,0,0,"-","-"
"8554","192.168.12.51",5842,22,1188,22,1188,0,0,"-","-"
"8555","192.168.12.51",5843,22,1188,22,1188,0,0,"-","-"
"8556","192.168.12.51",5844,22,1188,22,1188,0,0,"-","-"
"8557","192.168.12.51",5845,22,1188,22,1188,0,0,"-","-"
"8558","192.168.12.51",5846,22,1188,22,1188,0,0,"-","-"
"8559","192.168.12.51",5847,22,1188,22,1188,0,0,"-","-"
"8560","192.168.12.51",5848,22,1188,22,1188,0,0,"-","-"
"8561","192.168.12.51",5849,22,1188,22,1188,0,0,"-","-"
"8562","192.168.12.51",5850,22,1188,22,1188,0,0,"-","-"
"8563","192.168.12.51",5851,22,1188,22,1188,0,0,"-","-"
"8564","192.168.12.51",5852,22,1188,22,1188,0,0,"-","-"
"8565","192.168.12.51",5853,22,1188,22,1188,0,0,"-","-"
"8566","192.168.12.51",5854,22,1188,22,1188,0,0,"-","-"
"8567","192.168.12.51",5855,22,1188,22,1188,0,0,"-","-"
"8568","192.168.12.51",5856,22,1188,22,1188,0,0,"-","-"
"8569","192.168.12.51",5857,22,1188,22,1188,0,0,"-","-"
"8570","192.168.12.51",5858,22,1188,22,1188,0,0,"-","-"
"8571","192.168.12.51",5859,22,1188,22,1188,0,0,"-","-"
"8572","192.168.12.51",5860,22,1188,22,1188,0,0,"-","-"
"8573","192.168.12.51",5861,22,1188,22,1188,0,0,"-","-"
"8574","192.168.12.51",5862,21,1134,21,1134,0,0,"-","-"
"8575","192.168.12.51",5863,21,1134,21,1134,0,0,"-","-"
"8576","192.168.12.51",5864,20,1080,20,1080,0,0,"-","-"
"8577","192.168.12.51",5865,20,1080,20,1080,0,0,"-","-"
"8578","192.168.12.51",5866,20,1080,20,1080,0,0,"-","-"
"8579","192.168.12.51",5867,20,1080,20,1080,0,0,"-","-"
"8580","192.168.12.51",5868,20,1080,20,1080,0,0,"-","-"
"8581","192.168.12.51",5869,21,1134,21,1134,0,0,"-","-"
"8582","192.168.12.51",5870,22,1188,22,1188,0,0,"-","-"
"8583","192.168.12.51",5871,22,1188,22,1188,0,0,"-","-"
"8584","192.168.12.51",5872,22,1188,22,1188,0,0,"-","-"
"8585","192.168.12.51",5873,22,1188,22,1188,0,0,"-","-"
"8586","192.168.12.51",5874,22,1188,22,1188,0,0,"-","-"
"8587","192.168.12.51",5875,22,1188,22,1188,0,0,"-","-"
"8588","192.168.12.51",5876,22,1188,22,1188,0,0,"-","-"
"8589","192.168.12.51",5877,22,1188,22,1188,0,0,"-","-"
"8590","192.168.12.51",5878,22,1188,22,1188,0,0,"-","-"
"8591","192.168.12.51",5879,22,1188,22,1188,0,0,"-","-"
"8592","192.168.12.51",5880,22,1188,22,1188,0,0,"-","-"
"8593","192.168.12.51",5881,22,1188,22,1188,0,0,"-","-"
"8594","192.168.12.51",5882,22,1188,22,1188,0,0,"-","-"
"8595","192.168.12.51",5883,22,1188,22,1188,0,0,"-","-"
"8596","192.168.12.51",5884,22,1188,22,1188,0,0,"-","-"
"8597","192.168.12.51",5885,22,1188,22,1188,0,0,"-","-"
"8598","192.168.12.51",5886,22,1188,22,1188,0,0,"-","-"
"8599","192.168.12.51",5887,22,1188,22,1188,0,0,"-","-"
"8600","192.168.12.51",5888,22,1188,22,1188,0,0,"-","-"
"8601","192.168.12.51",5889,22,1188,22,1188,0,0,"-","-"
"8602","192.168.12.51",5890,22,1188,22,1188,0,0,"-","-"
"8603","192.168.12.51",5891,22,1188,22,1188,0,0,"-","-"
"8604","192.168.12.51",5892,22,1188,22,1188,0,0,"-","-"
"8605","192.168.12.51",5893,22,1188,22,1188,0,0,"-","-"
"8606","192.168.12.51",5894,22,1188,22,1188,0,0,"-","-"
"8607","192.168.12.51",5895,22,1188,22,1188,0,0,"-","-"
"8608","192.168.12.51",5896,22,1188,22,1188,0,0,"-","-"
"8609","192.168.12.51",5897,22,1188,22,1188,0,0,"-","-"
"8610","192.168.12.51",5898,22,1188,22,1188,0,0,"-","-"
"8611","192.168.12.51",5899,22,1188,22,1188,0,0,"-","-"
"8612","192.168.12.51",5900,22,1188,22,1188,0,0,"-","-"
"8613","192.168.12.51",5901,22,1188,22,1188,0,0,"-","-"
"8614","192.168.12.51",5902,22,1188,22,1188,0,0,"-","-"
"8615","192.168.12.51",5903,22,1188,22,1188,0,0,"-","-"
"8616","192.168.12.51",5904,22,1188,22,1188,0,0,"-","-"
"8617","192.168.12.51",5905,22,1188,22,1188,0,0,"-","-"
"8618","192.168.12.51",5906,22,1188,22,1188,0,0,"-","-"
"8619","192.168.12.51",5907,22,1188,22,1188,0,0,"-","-"
"8620","192.168.12.51",5908,22,1188,22,1188,0,0,"-","-"
"8621","192.168.12.51",5909,22,1188,22,1188,0,0,"-","-"
"8622","192.168.12.51",5910,22,1188,22,1188,0,0,"-","-"
"8623","192.168.12.51",5911,22,1188,22,1188,0,0,"-","-"
"8624","192.168.12.51",5912,22,1188,22,1188,0,0,"-","-"
"8625","192.168.12.51",5913,22,1188,22,1188,0,0,"-","-"
"8626","192.168.12.51",5914,22,1188,22,1188,0,0,"-","-"
"8627","192.168.12.51",5915,22,1188,22,1188,0,0,"-","-"
"8628","192.168.12.51",5916,22,1188,22,1188,0,0,"-","-"
"8629","192.168.12.51",5917,22,1188,22,1188,0,0,"-","-"
"8630","192.168.12.51",5918,22,1188,22,1188,0,0,"-","-"
"8631","192.168.12.51",5919,22,1188,22,1188,0,0,"-","-"
"8632","192.168.12.51",5920,22,1188,22,1188,0,0,"-","-"
"8633","192.168.12.51",5921,22,1188,22,1188,0,0,"-","-"
"8634","192.168.12.51",5922,22,1188,22,1188,0,0,"-","-"
"8635","192.168.12.51",5923,22,1188,22,1188,0,0,"-","-"
"8636","192.168.12.51",5924,22,1188,22,1188,0,0,"-","-"
"8637","192.168.12.51",5925,22,1188,22,1188,0,0,"-","-"
"8638","192.168.12.51",5926,22,1188,22,1188,0,0,"-","-"
"8639","192.168.12.51",5927,22,1188,22,1188,0,0,"-","-"
"8640","192.168.12.51",5928,22,1188,22,1188,0,0,"-","-"
"8641","192.168.12.51",5929,22,1188,22,1188,0,0,"-","-"
"8642","192.168.12.51",5930,22,1188,22,1188,0,0,"-","-"
"8643","192.168.12.51",5931,22,1188,22,1188,0,0,"-","-"
"8644","192.168.12.51",5932,22,1188,22,1188,0,0,"-","-"
"8645","192.168.12.51",5933,22,1188,22,1188,0,0,"-","-"
"8646","192.168.12.51",5934,22,1188,22,1188,0,0,"-","-"
"8647","192.168.12.51",5935,22,1188,22,1188,0,0,"-","-"
"8648","192.168.12.51",5936,22,1188,22,1188,0,0,"-","-"
"8649","192.168.12.51",5937,22,1188,22,1188,0,0,"-","-"
"8650","192.168.12.51",5938,22,1188,22,1188,0,0,"-","-"
"8651","192.168.12.51",5939,22,1188,22,1188,0,0,"-","-"
"8652","192.168.12.51",5940,22,1188,22,1188,0,0,"-","-"
"8653","192.168.12.51",5941,22,1188,22,1188,0,0,"-","-"
"8654","192.168.12.51",5942,22,1188,22,1188,0,0,"-","-"
"8655","192.168.12.51",5943,22,1188,22,1188,0,0,"-","-"
"8656","192.168.12.51",5944,22,1188,22,1188,0,0,"-","-"
"8657","192.168.12.51",5945,22,1188,22,1188,0,0,"-","-"
"8658","192.168.12.51",5946,22,1188,22,1188,0,0,"-","-"
"8659","192.168.12.51",5947,22,1188,22,1188,0,0,"-","-"
"8660","192.168.12.51",5948,22,1188,22,1188,0,0,"-","-"
"8661","192.168.12.51",5949,22,1188,22,1188,0,0,"-","-"
"8662","192.168.12.51",5950,22,1188,22,1188,0,0,"-","-"
"8663","192.168.12.51",5951,22,1188,22,1188,0,0,"-","-"
"8664","192.168.12.51",5952,22,1188,22,1188,0,0,"-","-"
"8665","192.168.12.51",5953,22,1188,22,1188,0,0,"-","-"
"8666","192.168.12.51",5954,22,1188,22,1188,0,0,"-","-"
"8667","192.168.12.51",5955,22,1188,22,1188,0,0,"-","-"
"8668","192.168.12.51",5956,22,1188,22,1188,0,0,"-","-"
"8669","192.168.12.51",5957,22,1188,22,1188,0,0,"-","-"
"8670","192.168.12.51",5958,22,1188,22,1188,0,0,"-","-"
"8671","192.168.12.51",5959,22,1188,22,1188,0,0,"-","-"
"8672","192.168.12.51",5960,22,1188,22,1188,0,0,"-","-"
"8673","192.168.12.51",5961,22,1188,22,1188,0,0,"-","-"
"8674","192.168.12.51",5962,22,1188,22,1188,0,0,"-","-"
"8675","192.168.12.51",5963,22,1188,22,1188,0,0,"-","-"
"8676","192.168.12.51",5964,22,1188,22,1188,0,0,"-","-"
"8677","192.168.12.51",5965,22,1188,22,1188,0,0,"-","-"
"8678","192.168.12.51",5966,22,1188,22,1188,0,0,"-","-"
"8679","192.168.12.51",5967,22,1188,22,1188,0,0,"-","-"
"8680","192.168.12.51",5968,22,1188,22,1188,0,0,"-","-"
"8681","192.168.12.51",5969,22,1188,22,1188,0,0,"-","-"
"8682","192.168.12.51",5970,22,1188,22,1188,0,0,"-","-"
"8683","192.168.12.51",5971,22,1188,22,1188,0,0,"-","-"
"8684","192.168.12.51",5972,22,1188,22,1188,0,0,"-","-"
"8685","192.168.12.51",5973,22,1188,22,1188,0,0,"-","-"
"8686","192.168.12.51",5974,22,1188,22,1188,0,0,"-","-"
"8687","192.168.12.51",5975,22,1188,22,1188,0,0,"-","-"
"8688","192.168.12.51",5976,22,1188,22,1188,0,0,"-","-"
"8689","192.168.12.51",5977,22,1188,22,1188,0,0,"-","-"
"8690","192.168.12.51",5978,22,1188,22,1188,0,0,"-","-"
"8691","192.168.12.51",5979,22,1188,22,1188,0,0,"-","-"
"8692","192.168.12.51",5980,22,1188,22,1188,0,0,"-","-"
"8693","192.168.12.51",5981,22,1188,22,1188,0,0,"-","-"
"8694","192.168.12.51",5982,22,1188,22,1188,0,0,"-","-"
"8695","192.168.12.51",5983,22,1188,22,1188,0,0,"-","-"
"8696","192.168.12.51",5984,22,1188,22,1188,0,0,"-","-"
"8697","192.168.12.51",5985,22,1188,22,1188,0,0,"-","-"
"8698","192.168.12.51",5986,22,1188,22,1188,0,0,"-","-"
"8699","192.168.12.51",5987,22,1188,22,1188,0,0,"-","-"
"8700","192.168.12.51",5988,22,1188,22,1188,0,0,"-","-"
"8701","192.168.12.51",5989,22,1188,22,1188,0,0,"-","-"
"8702","192.168.12.51",5990,22,1188,22,1188,0,0,"-","-"
"8703","192.168.12.51",5991,22,1188,22,1188,0,0,"-","-"
"8704","192.168.12.51",5992,22,1188,22,1188,0,0,"-","-"
"8705","192.168.12.51",5993,22,1188,22,1188,0,0,"-","-"
"8706","192.168.12.51",5994,22,1188,22,1188,0,0,"-","-"
"8707","192.168.12.51",5995,22,1188,22,1188,0,0,"-","-"
"8708","192.168.12.51",5996,22,1188,22,1188,0,0,"-","-"
"8709","192.168.12.51",5997,22,1188,22,1188,0,0,"-","-"
"8710","192.168.12.51",5998,22,1188,22,1188,0,0,"-","-"
"8711","192.168.12.51",5999,22,1188,22,1188,0,0,"-","-"
"8712","192.168.12.51",6000,22,1188,22,1188,0,0,"-","-"
"8713","192.168.12.51",6001,22,1188,22,1188,0,0,"-","-"
"8714","192.168.12.51",6002,22,1188,22,1188,0,0,"-","-"
"8715","192.168.12.51",6003,22,1188,22,1188,0,0,"-","-"
"8716","192.168.12.51",6004,22,1188,22,1188,0,0,"-","-"
"8717","192.168.12.51",6005,22,1188,22,1188,0,0,"-","-"
"8718","192.168.12.51",6006,22,1188,22,1188,0,0,"-","-"
"8719","192.168.12.51",6007,22,1188,22,1188,0,0,"-","-"
"8720","192.168.12.51",6008,22,1188,22,1188,0,0,"-","-"
"8721","192.168.12.51",6009,22,1188,22,1188,0,0,"-","-"
"8722","192.168.12.51",6010,22,1188,22,1188,0,0,"-","-"
"8723","192.168.12.51",6011,22,1188,22,1188,0,0,"-","-"
"8724","192.168.12.51",6012,22,1188,22,1188,0,0,"-","-"
"8725","192.168.12.51",6013,22,1188,22,1188,0,0,"-","-"
"8726","192.168.12.51",6014,22,1188,22,1188,0,0,"-","-"
"8727","192.168.12.51",6015,22,1188,22,1188,0,0,"-","-"
"8728","192.168.12.51",6016,22,1188,22,1188,0,0,"-","-"
"8729","192.168.12.51",6017,22,1188,22,1188,0,0,"-","-"
"8730","192.168.12.51",6018,22,1188,22,1188,0,0,"-","-"
"8731","192.168.12.51",6019,22,1188,22,1188,0,0,"-","-"
"8732","192.168.12.51",6020,22,1188,22,1188,0,0,"-","-"
"8733","192.168.12.51",6021,22,1188,22,1188,0,0,"-","-"
"8734","192.168.12.51",6022,22,1188,22,1188,0,0,"-","-"
"8735","192.168.12.51",6023,22,1188,22,1188,0,0,"-","-"
"8736","192.168.12.51",6024,22,1188,22,1188,0,0,"-","-"
"8737","192.168.12.51",6025,22,1188,22,1188,0,0,"-","-"
"8738","192.168.12.51",6026,22,1188,22,1188,0,0,"-","-"
"8739","192.168.12.51",6027,22,1188,22,1188,0,0,"-","-"
"8740","192.168.12.51",6028,22,1188,22,1188,0,0,"-","-"
"8741","192.168.12.51",6029,22,1188,22,1188,0,0,"-","-"
"8742","192.168.12.51",6030,22,1188,22,1188,0,0,"-","-"
"8743","192.168.12.51",6031,22,1188,22,1188,0,0,"-","-"
"8744","192.168.12.51",6032,22,1188,22,1188,0,0,"-","-"
"8745","192.168.12.51",6033,22,1188,22,1188,0,0,"-","-"
"8746","192.168.12.51",6034,22,1188,22,1188,0,0,"-","-"
"8747","192.168.12.51",6035,22,1188,22,1188,0,0,"-","-"
"8748","192.168.12.51",6036,22,1188,22,1188,0,0,"-","-"
"8749","192.168.12.51",6037,22,1188,22,1188,0,0,"-","-"
"8750","192.168.12.51",6038,22,1188,22,1188,0,0,"-","-"
"8751","192.168.12.51",6039,22,1188,22,1188,0,0,"-","-"
"8752","192.168.12.51",6040,22,1188,22,1188,0,0,"-","-"
"8753","192.168.12.51",6041,22,1188,22,1188,0,0,"-","-"
"8754","192.168.12.51",6042,22,1188,22,1188,0,0,"-","-"
"8755","192.168.12.51",6043,22,1188,22,1188,0,0,"-","-"
"8756","192.168.12.51",6044,22,1188,22,1188,0,0,"-","-"
"8757","192.168.12.51",6045,22,1188,22,1188,0,0,"-","-"
"8758","192.168.12.51",6046,22,1188,22,1188,0,0,"-","-"
"8759","192.168.12.51",6047,22,1188,22,1188,0,0,"-","-"
"8760","192.168.12.51",6048,22,1188,22,1188,0,0,"-","-"
"8761","192.168.12.51",6049,22,1188,22,1188,0,0,"-","-"
"8762","192.168.12.51",6050,22,1188,22,1188,0,0,"-","-"
"8763","192.168.12.51",6051,22,1188,22,1188,0,0,"-","-"
"8764","192.168.12.51",6052,22,1188,22,1188,0,0,"-","-"
"8765","192.168.12.51",6053,22,1188,22,1188,0,0,"-","-"
"8766","192.168.12.51",6054,22,1188,22,1188,0,0,"-","-"
"8767","192.168.12.51",6055,22,1188,22,1188,0,0,"-","-"
"8768","192.168.12.51",6056,22,1188,22,1188,0,0,"-","-"
"8769","192.168.12.51",6057,22,1188,22,1188,0,0,"-","-"
"8770","192.168.12.51",6058,22,1188,22,1188,0,0,"-","-"
"8771","192.168.12.51",6059,22,1188,22,1188,0,0,"-","-"
"8772","192.168.12.51",6060,22,1188,22,1188,0,0,"-","-"
"8773","192.168.12.51",6061,22,1188,22,1188,0,0,"-","-"
"8774","192.168.12.51",6062,22,1188,22,1188,0,0,"-","-"
"8775","192.168.12.51",6063,22,1188,22,1188,0,0,"-","-"
"8776","192.168.12.51",6064,22,1188,22,1188,0,0,"-","-"
"8777","192.168.12.51",6065,22,1188,22,1188,0,0,"-","-"
"8778","192.168.12.51",6066,22,1188,22,1188,0,0,"-","-"
"8779","192.168.12.51",6067,22,1188,22,1188,0,0,"-","-"
"8780","192.168.12.51",6068,22,1188,22,1188,0,0,"-","-"
"8781","192.168.12.51",6069,22,1188,22,1188,0,0,"-","-"
"8782","192.168.12.51",6070,22,1188,22,1188,0,0,"-","-"
"8783","192.168.12.51",6071,22,1188,22,1188,0,0,"-","-"
